annotation_id,event,tweet_id,tweet_text,humaid_label,gpt4o_label,gpt4o_confidence,humaid_gpt4o_agree,researcher_first_pass_primary,researcher_first_pass_secondary,researcher_first_pass_confidence,researcher_first_pass_ambiguous,researcher_first_pass_reason,claude_primary,claude_secondary,claude_confidence,claude_ambiguous,claude_reason,gemini_primary,gemini_secondary,gemini_confidence,gemini_ambiguous,gemini_reason,grok_primary,grok_secondary,grok_confidence,grok_ambiguous,grok_reason
AUDITV2_0394,kerala_floods_2018,1031285608054972417,"Hi! Everyone, I request you please dont forget to rescue poor #animals which stuck in floods of #Kerala ὤFὢ2 . . . . #SaveKerala #KeralaReliefFund",requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.9,no,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Direct appeal to rescue animals stranded in Kerala floods.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Calls for rescuing animals stuck in the floods.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Urges rescuers not to forget stranded animals in Kerala flood relief operations.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Dont forget to rescue poor animals stuck in floods of Kerala.
AUDITV2_0396,california_wildfires_2018,1063116404730150913,Authorities made public a list of 297 people still unaccounted for Wednesday night as they announced that the number of people who had been killed in the deadliest wildfire in California history had grown to 56. #CampFire,injured_or_dead_people,missing_or_found_people,0.9,no,missing_or_found_people,injured_or_dead_people,3,no,Reports 297 unaccounted for and 56 killed.,missing_or_found_people,injured_or_dead_people,2,yes,Officials release a list of 297 unaccounted for as the death toll grows.,missing_or_found_people,injured_or_dead_people,2,yes,Official announcement listing 297 people unaccounted for alongside 56 confirmed dead.,missing_or_found_people,injured_or_dead_people,2,yes,List of 297 still unaccounted for death toll grown to 56.
AUDITV2_0397,canada_wildfires_2016,730082528435052545,"@RentMainstreet Hi, I was wondering if you still have apartments available for Fort Mac wildfire victims with a family of five? Thank you!",requests_or_urgent_needs,displaced_people_and_evacuations,0.9,no,requests_or_urgent_needs,displaced_people_and_evacuations,3,no,Family of wildfire victims asks about available housing.,requests_or_urgent_needs,displaced_people_and_evacuations,2,yes,Personal inquiry seeking housing for a displaced family.,requests_or_urgent_needs,displaced_people_and_evacuations,3,no,Urgent inquiry asking if apartments are available for a displaced family of five.,requests_or_urgent_needs,displaced_people_and_evacuations,2,yes,Wondering if still have apartments available for Fort Mac wildfire victims family of five.
AUDITV2_0400,kaikoura_earthquake_2016,798833931084697601,RT @corinneambler: Some appreciative people out there #eqnz New Zealand Red Cross - Earthquake evacuees say Red Cross is wonderful,rescue_volunteering_or_donation_effort,sympathy_and_support,0.85,no,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Evacuees express appreciation for Red Cross assistance.,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,2,yes,Praises the Red Cross's work helping earthquake evacuees.,sympathy_and_support,rescue_volunteering_or_donation_effort,3,no,Shares praise and appreciation from evacuees for Red Cross disaster support.,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Earthquake evacuees say Red Cross is wonderful.
AUDITV2_0402,hurricane_harvey_2017,902736334665768962,@ltgrusselhonore @CNN If you cant get to the Houston downtown to help try Kingwood/Humble area. The San Jacinto River is high and folks need help. #Harvey2017,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.9,no,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Directs helpers to a high-river area where people need assistance.,requests_or_urgent_needs,,3,no,Directs people to a specific area where residents need help.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Directs volunteer rescue efforts toward flooded neighborhoods needing assistance.,requests_or_urgent_needs,,3,no,Folks need help San Jacinto River is high try Kingwood/Humble area.
AUDITV2_0403,california_wildfires_2018,1061329397561651200,Right. Im sure that there is a long list of logging companies waiting to log chaparral shrublands and oak woodlands and grasslands. The most destructive and deadly fires in CA are NOT in forests. This is grossly irresponsible and uninformed.,infrastructure_and_utility_damage,not_humanitarian,0.95,no,other_relevant_information,caution_and_advice,2,yes,Corrective commentary about where California's deadliest fires occur.,other_relevant_information,,2,no,Debates the ecological cause of the most destructive wildfires.,other_relevant_information,,3,no,Commentary disputing logging arguments and clarifying fuel ecology of California fires.,other_relevant_information,,3,no,Critique of logging and fire management claims about chaparral.
AUDITV2_0404,hurricane_irma_2017,907972014492844032,I liked a @YouTube video  Death toll rises after powerful 8.1 quake strikes Mexico,injured_or_dead_people,not_humanitarian,0.95,no,not_humanitarian,,3,no,Mexico earthquake casualty report is unrelated to Hurricane Irma.,injured_or_dead_people,other_relevant_information,2,yes,References a rising death toll from an unrelated earthquake.,injured_or_dead_people,other_relevant_information,3,no,Shares video report on rising death toll after 8.1 magnitude earthquake in Mexico.,injured_or_dead_people,,3,no,Death toll rises after powerful 8.1 quake strikes Mexico.
AUDITV2_0405,hurricane_dorian_2019,1167825084788068352,Pet friendly shelters Central Florida Google map via Pet Alliance of Greater #Orlando. Use it to help find pet friendly shelters in the area.  #Dorianflorida #HurricaneDorian2019 #HurricaneDorian #Dorian #Cat4 #FLPrepares #DisasterAssistTeam #DAT,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,0.95,no,displaced_people_and_evacuations,caution_and_advice,3,no,Provides a map to locate pet-friendly hurricane shelters.,displaced_people_and_evacuations,caution_and_advice,2,yes,Shares a map resource to help find pet-friendly shelters.,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,3,no,Shares interactive map of pet-friendly emergency shelters in Orlando area.,displaced_people_and_evacuations,other_relevant_information,2,yes,Pet friendly shelters Central Florida Google map to help find shelters.
AUDITV2_0406,hurricane_maria_2017,914138813550747648,"@CMaschera  Where do you even begin? I cant imagine the shock. Add to that no food or water, a nightmare.",other_relevant_information,sympathy_and_support,0.85,no,requests_or_urgent_needs,sympathy_and_support,2,yes,Expresses shock while noting people lack food and water.,requests_or_urgent_needs,sympathy_and_support,2,yes,Sympathetic reaction noting lack of food or water for someone.,sympathy_and_support,requests_or_urgent_needs,2,yes,Expresses shock and empathy regarding food and water shortages after hurricane.,requests_or_urgent_needs,infrastructure_and_utility_damage,2,yes,Cant imagine the shock add to that no food or water a nightmare.
AUDITV2_0407,hurricane_florence_2018,1040493153004871680,Subway station reopened after 17 years a couple days ago at World Trade Center. The subway station on the grounds of the World Trade Center. It was destroyed in the attacks,not_humanitarian,infrastructure_and_utility_damage,0.85,no,not_humanitarian,,3,no,World Trade Center subway history is unrelated to Hurricane Florence.,not_humanitarian,other_relevant_information,2,yes,Unrelated story about a subway station reopening near a historic site.,not_humanitarian,,3,no,Unrelated news about World Trade Center subway station reopening.,not_humanitarian,,3,no,Subway station reopened unrelated to Florence.
AUDITV2_0411,hurricane_irma_2017,908307343397486593,#LITechNews: News Wrap: 2.5 million need aid after powerful Mexico earthquake #Electricity #Hurricane #Killed,requests_or_urgent_needs,injured_or_dead_people,0.7,no,not_humanitarian,,3,no,Mexico earthquake aid report is unrelated to Hurricane Irma.,requests_or_urgent_needs,other_relevant_information,2,yes,States millions need aid after a powerful earthquake.,requests_or_urgent_needs,other_relevant_information,2,yes,Reports that 2.5 million people need humanitarian aid following earthquake.,injured_or_dead_people,requests_or_urgent_needs,2,yes,2.5 million need aid after powerful Mexico earthquake.
AUDITV2_0412,california_wildfires_2018,1065424110124244993,RT @ITDRC: See how ITDRC and @Googleorg are working together for #CaliforniaWildfires response and ways you can help.,sympathy_and_support,rescue_volunteering_or_donation_effort,0.9,no,rescue_volunteering_or_donation_effort,,3,no,Describes wildfire response collaboration and ways the public can help.,rescue_volunteering_or_donation_effort,,3,no,Organizations working together on wildfire response and ways to help.,rescue_volunteering_or_donation_effort,,3,no,Highlights tech disaster response partnership providing wildfire assistance and donation ways.,rescue_volunteering_or_donation_effort,,3,no,ITDRC and Googleorg working together for California wildfires response ways you can help.
AUDITV2_0413,hurricane_harvey_2017,902653494892662784,The @ASPCA is on the ground with water rescue teams ready to assist displaced animals affected by #Harvey. Help!,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,0.95,no,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,ASPCA rescue teams are ready to assist displaced animals.,rescue_volunteering_or_donation_effort,,3,no,Animal rescue teams on the ground to assist displaced pets.,rescue_volunteering_or_donation_effort,,3,no,Animal rescue organization deploys water rescue teams to save displaced animals.,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,2,yes,ASPCA on ground with water rescue teams ready to assist displaced animals help.
AUDITV2_0414,hurricane_dorian_2019,1168254321730957312,#HurricaneDorian #25thAmendmentNow #LiarTrump No Dorian is NOT going to hit the state of AL. The orange con is probably setting up a fake scenario so he can make a false claim on fake Mar-A-Largo damage like he did in 2005.,not_humanitarian,not_humanitarian,0.95,yes,other_relevant_information,,2,yes,Political misinformation rebuttal about Dorian's path and possible damage claims.,other_relevant_information,not_humanitarian,1,yes,Conspiracy-tinged claim about a fabricated storm-damage scenario.,other_relevant_information,not_humanitarian,2,yes,Partisan tweet disputing hurricane path claims regarding Alabama and past damages.,other_relevant_information,,3,no,Political claim Dorian not going to hit Alabama.
AUDITV2_0418,hurricane_irma_2017,908736441055956992,Please help me share this video!! #RoyallyScrewed by Royal Caribbean #HurricaneIrma #EnchantmentOfTheSeas,sympathy_and_support,requests_or_urgent_needs,0.8,no,other_relevant_information,requests_or_urgent_needs,1,yes,"Asks people to share a complaint video, but the underlying Irma issue is unspecified.",other_relevant_information,not_humanitarian,1,yes,"Grievance against a company shared as a video, seeking amplification.",other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Cruise passenger shares video complaining about company actions during Irma.,other_relevant_information,,3,no,Please help share video RoyallyScrewed by Royal Caribbean.
AUDITV2_0420,cyclone_idai_2019,1110600822239518722,"#Idai victims buried in mass grave in Sussundenga, at least 60 missing – #Mozambique  #CycloneIdai #CicloneIdai",missing_or_found_people,injured_or_dead_people,0.9,no,missing_or_found_people,injured_or_dead_people,3,no,Reports mass burial of victims and at least 60 people missing.,injured_or_dead_people,missing_or_found_people,2,yes,Reports a mass grave burial and dozens missing from the cyclone.,injured_or_dead_people,missing_or_found_people,2,yes,Reports cyclone victims buried in mass grave and at least 60 missing.,injured_or_dead_people,missing_or_found_people,2,yes,Victims buried in mass grave at least 60 missing.
AUDITV2_0421,california_wildfires_2018,1064397817383399424,"@BlueMoon7777 @adagioforstring @DevinNunes @ZeitTrash @Federalist So, if there was a carbon tax. seems California would have paid off the National Debt with the amount of forest fires (and carbons released) that they caused do to mismanagement of forests. Left wing radicals; sure you really want a carbon tax?",not_humanitarian,not_humanitarian,0.95,yes,other_relevant_information,,3,no,Political argument about wildfire policy and carbon taxes.,other_relevant_information,not_humanitarian,2,yes,Political rant about carbon tax and forest mismanagement.,other_relevant_information,not_humanitarian,2,yes,Political debate connecting wildfire emissions to carbon tax arguments.,other_relevant_information,,3,no,Political argument about carbon tax and forest mismanagement.
AUDITV2_0423,kerala_floods_2018,1032137957577121792,"Fun with the floods! RT @thatdoggonelady Heres a video of a puppy, Hobi, finding some joy in the middle of the #Keralafloods. (Story: The owners home in Allapphuzha is submerged so she is staying at a guest house where they allow pets.)..",not_humanitarian,displaced_people_and_evacuations,0.8,no,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Family is staying in a guest house because their home is submerged.,displaced_people_and_evacuations,not_humanitarian,1,yes,Lighthearted post noting the owner's submerged home forced a move elsewhere.,sympathy_and_support,other_relevant_information,2,yes,Shares heartwarming video of a puppy playing while owner is evacuated in guest house.,other_relevant_information,displaced_people_and_evacuations,2,yes,Puppy finding joy owners home submerged staying at guest house.
AUDITV2_0424,kerala_floods_2018,1032201892972187648,"Only last year, floods killed 500+ in Bihar. How many times was it mentioned by the MSM?  Nothing is more painful than seeing these absurd, anti national, regional chauvinists blatantly blaming the poorest state #KeralaFloods",injured_or_dead_people,sympathy_and_support,0.7,no,not_humanitarian,,2,yes,"Primary casualty comparison concerns Bihar floods, not Kerala.",other_relevant_information,injured_or_dead_people,1,yes,Complains of unequal media coverage compared to a prior flood's death toll.,other_relevant_information,injured_or_dead_people,2,yes,Criticizes media coverage and regional prejudice regarding flood fatalities across states.,injured_or_dead_people,other_relevant_information,2,yes,Floods killed 500+ in Bihar critique of media and regionalism.
AUDITV2_0425,hurricane_irma_2017,907656146797907969,Help us make a difference and #giveback to our community!  #TuesdayThoughts #florida #UCF #hurricaneirma,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.85,no,rescue_volunteering_or_donation_effort,,2,yes,Broad community give-back appeal associated with Irma recovery.,rescue_volunteering_or_donation_effort,not_humanitarian,2,yes,Vague call to volunteer and give back to the community.,rescue_volunteering_or_donation_effort,sympathy_and_support,3,no,Community outreach post encouraging giving back and helping hurricane relief.,rescue_volunteering_or_donation_effort,,3,no,Help us make a difference and giveback to our community.
AUDITV2_0428,hurricane_florence_2018,1041950143350824961,You can help bring the light and hope of Jesus Christ to people in their darkest hours through the ministry of the Billy Graham Rapid Response Team during and after Hurricane Florence.,sympathy_and_support,rescue_volunteering_or_donation_effort,0.85,no,rescue_volunteering_or_donation_effort,sympathy_and_support,3,no,Invites support through a rapid-response ministry during and after Florence.,rescue_volunteering_or_donation_effort,sympathy_and_support,2,yes,Promotes a faith-based rapid response relief ministry.,rescue_volunteering_or_donation_effort,sympathy_and_support,3,no,Ministry rapid response team offers spiritual and emotional disaster aid.,rescue_volunteering_or_donation_effort,sympathy_and_support,2,yes,Help bring light and hope through Billy Graham Rapid Response Team.
AUDITV2_0429,hurricane_dorian_2019,1168388404125601792,"Two years ago, Hurricane Irma spawned tornados destroyed mobile homes throughout the county. This time, residents prepare and hope for the worst.",other_relevant_information,other_relevant_information,0.85,yes,infrastructure_and_utility_damage,caution_and_advice,2,yes,Recalls Irma tornado damage while describing current Dorian preparation.,caution_and_advice,infrastructure_and_utility_damage,2,yes,Notes past storm damage and current resident preparation.,other_relevant_information,infrastructure_and_utility_damage,2,yes,Historical comparison recalling tornado damage from Irma as residents prepare for Dorian.,caution_and_advice,infrastructure_and_utility_damage,2,yes,Two years ago Irma destroyed mobile homes this time residents prepare.
AUDITV2_0431,hurricane_irma_2017,906289479840923649,Busy day for Team Scott!! #HurricaneIrma relief. Stay safe Airmen!!,sympathy_and_support,sympathy_and_support,0.7,yes,rescue_volunteering_or_donation_effort,sympathy_and_support,3,no,Mentions active Irma relief work and wishes Airmen safety.,rescue_volunteering_or_donation_effort,caution_and_advice,2,yes,Describes an active relief effort and wishes safety to responders.,rescue_volunteering_or_donation_effort,sympathy_and_support,3,no,Reports Air Force personnel conducting Hurricane Irma disaster relief operations.,rescue_volunteering_or_donation_effort,sympathy_and_support,2,yes,Busy day for Team Scott Hurricane Irma relief stay safe Airmen.
AUDITV2_0433,hurricane_harvey_2017,903390073072361473,RT @bustle: Hillary Clinton Reveals How You Can Make A Difference In Tng some of the #Harvey affected areas. We will rebuild &amp;amp; be even,other_relevant_information,rescue_volunteering_or_donation_effort,0.85,no,rescue_volunteering_or_donation_effort,,2,yes,Promotes ways to make a difference in Harvey-affected areas; text is truncated.,rescue_volunteering_or_donation_effort,sympathy_and_support,2,yes,Public figure shares how people can help hurricane-affected areas.,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Shares political figure's advice on how the public can support flood recovery.,rescue_volunteering_or_donation_effort,,3,no,How you can make a difference in Harvey affected areas we will rebuild.
AUDITV2_0435,california_wildfires_2018,1062855854553219072,"RT @KRCR7: If you have been impacted by the #CampFire, you can register for FEMA assistance.",other_relevant_information,requests_or_urgent_needs,0.9,no,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Directs Camp Fire survivors to register for FEMA assistance.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Informs people impacted by the fire how to register for FEMA assistance.,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,Informs wildfire victims how to register for federal FEMA financial assistance.,rescue_volunteering_or_donation_effort,,3,no,If impacted by Camp Fire you can register for FEMA assistance.
AUDITV2_0436,cyclone_idai_2019,1108289942990540800,"@DrNkuSibanda @ZimMediaReview Exposing your ignorance once again. So you wanted Govt to evacuate the whole of Manicaland Province since the path of #CycloneIdai wasnt clear and precise!! Govt warned people beforehand through the CPU, but u are choosing to turn a blind eye on that",displaced_people_and_evacuations,caution_and_advice,0.8,no,caution_and_advice,other_relevant_information,2,yes,Political dispute centers on whether authorities adequately warned residents.,caution_and_advice,other_relevant_information,2,yes,Defends that the government issued warnings ahead of the cyclone.,other_relevant_information,caution_and_advice,2,yes,Defends government warning efforts against criticism regarding cyclone path unpredictability.,other_relevant_information,caution_and_advice,2,yes,Govt warned people beforehand through CPU path wasnt clear.
AUDITV2_0437,hurricane_maria_2017,913006547801796610,RT @marla62096: OMFG..Trump is responsible for any and all deaths post Maria,injured_or_dead_people,not_humanitarian,0.9,no,injured_or_dead_people,other_relevant_information,2,yes,Political claim assigns responsibility for post-Maria deaths.,injured_or_dead_people,other_relevant_information,1,yes,Political blame statement referencing deaths after the storm.,injured_or_dead_people,other_relevant_information,2,yes,Political post placing responsibility for Hurricane Maria deaths on presidency.,injured_or_dead_people,other_relevant_information,2,yes,Trump is responsible for any and all deaths post Maria.
AUDITV2_0438,hurricane_dorian_2019,1168261211714183173,"This is aftermath from the Hurricane Weather Warfare Weapon they put together, designed for Maximum Flooding and Maximum Damage! God does not do this, he allows this! This was manufactured by the hand of Men who want full power and control of the planet.",infrastructure_and_utility_damage,not_humanitarian,0.95,no,other_relevant_information,infrastructure_and_utility_damage,2,yes,Conspiracy claim still concerns real Dorian flooding and damage.,other_relevant_information,not_humanitarian,1,yes,Conspiracy theory claiming the hurricane was an engineered weapon.,other_relevant_information,not_humanitarian,2,yes,Conspiracy post claiming hurricane was manufactured as a weather warfare weapon.,other_relevant_information,,3,no,Conspiracy claim about weather warfare weapon maximum flooding damage.
AUDITV2_0439,hurricane_maria_2017,911558979037384705,@jeligon can you cover the damage done to my island of ἞9἟2 by hurricane Maria the whole island is devastated 47 dead and counting,infrastructure_and_utility_damage,injured_or_dead_people,0.95,no,injured_or_dead_people,infrastructure_and_utility_damage,3,no,Reports island-wide devastation and 47 deaths.,injured_or_dead_people,infrastructure_and_utility_damage,2,yes,Personal report of an island devastated with 47 dead and counting.,infrastructure_and_utility_damage,injured_or_dead_people,2,yes,Reports island devastated with 47 dead and requests journalistic coverage.,injured_or_dead_people,infrastructure_and_utility_damage,2,yes,Whole island devastated 47 dead and counting.
AUDITV2_0440,kaikoura_earthquake_2016,771433305497407489,Just read the news and I didnt know there was an earthquake this morning! Didnt feel it but I think my cat did as he was hiding,not_humanitarian,not_humanitarian,0.95,yes,other_relevant_information,,3,no,Personal observation about learning of the earthquake after the fact.,other_relevant_information,not_humanitarian,2,yes,Light personal anecdote about not feeling the earthquake.,other_relevant_information,sympathy_and_support,3,no,Personal post noting earthquake occurred that morning without being felt.,other_relevant_information,,3,no,Didnt know there was an earthquake this morning cat was hiding.
AUDITV2_0441,kaikoura_earthquake_2016,797798652357939201,The following maps show the tsunami evacuation zones for coastal areas of the Wellington region.  #eqnz,displaced_people_and_evacuations,caution_and_advice,0.95,no,caution_and_advice,displaced_people_and_evacuations,3,no,Provides maps of tsunami evacuation zones.,caution_and_advice,displaced_people_and_evacuations,2,yes,Shares maps of designated tsunami evacuation zones.,caution_and_advice,displaced_people_and_evacuations,3,no,Shares map illustrating official coastal tsunami evacuation zones for Wellington.,caution_and_advice,displaced_people_and_evacuations,2,yes,Maps show the tsunami evacuation zones for coastal areas.
AUDITV2_0443,kerala_floods_2018,1035857300219559936,#ONGCForKerala  deeply distressed and saddened by the tragic loss of lives and large scale damage to properties caused by the incessant rains that have been lashing the southern state for the past few days.,infrastructure_and_utility_damage,sympathy_and_support,0.95,no,sympathy_and_support,infrastructure_and_utility_damage,3,no,Expresses distress over deaths and extensive property damage.,injured_or_dead_people,infrastructure_and_utility_damage,2,yes,Corporate statement citing lives lost and large-scale property damage.,sympathy_and_support,infrastructure_and_utility_damage,2,yes,Corporate statement expressing sadness over loss of life and heavy property damage.,injured_or_dead_people,infrastructure_and_utility_damage,2,yes,Deeply distressed by tragic loss of lives and large scale damage to properties.
AUDITV2_0444,cyclone_idai_2019,1107194590128496641,"1/5 WARD 12 Charleshood and Dombera 1) 15 people marooned at a higher ground, blown away by a landslide.Results unknown. 2)Mawenje lodge employees marooned in e mountains WARD 16 1) Houses destroyed in e following villages: Saziya, Merry waters, Nyabamba, Runhowani #CycloneIdai",infrastructure_and_utility_damage,displaced_people_and_evacuations,0.9,no,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Reports marooned people and destroyed houses after Idai.,missing_or_found_people,infrastructure_and_utility_damage,1,yes,Reports people marooned with unknown fate and houses destroyed.,requests_or_urgent_needs,infrastructure_and_utility_damage,2,yes,Reports marooned people stranded by landslides and destroyed village homes.,missing_or_found_people,infrastructure_and_utility_damage,2,yes,15 people marooned blown away by landslide houses destroyed results unknown.
AUDITV2_0446,hurricane_irma_2017,909077796642869248,the fact that i can only take cold showers bc irma fucked up my water heater isnt so bad bc im already sweating to death from my broken A/C!,not_humanitarian,infrastructure_and_utility_damage,0.9,no,infrastructure_and_utility_damage,,3,no,Reports broken water heater and air conditioner after Irma.,infrastructure_and_utility_damage,not_humanitarian,2,yes,"Personal, humorous complaint about a broken water heater and AC.",infrastructure_and_utility_damage,other_relevant_information,3,no,Personal complaint about water heater and air conditioning broken by Irma.,infrastructure_and_utility_damage,,3,no,Can only take cold showers because Irma fucked up water heater broken A/C.
AUDITV2_0447,cyclone_idai_2019,1112460938710532097,RT @TRF_Stories: The number of cholera cases has almost doubled in #Mozambique in the past 24 hours | #Humanitarian #CycloneIdai /,caution_and_advice,other_relevant_information,0.85,no,caution_and_advice,other_relevant_information,2,yes,Reports rapidly increasing cholera cases after Idai.,other_relevant_information,caution_and_advice,2,yes,Reports cholera cases nearly doubling after the cyclone.,injured_or_dead_people,other_relevant_information,2,yes,Reports cholera cases nearly doubling in Mozambique following Cyclone Idai.,injured_or_dead_people,other_relevant_information,2,yes,Number of cholera cases almost doubled in Mozambique past 24 hours.
AUDITV2_0448,hurricane_dorian_2019,1167617799457529856,"THREAD- URGENT Request: Hurricane Dorian is set to make landfall near Central and the South Florida area this weekend, there is still time to directly support some of the most vulnerable communities in these areas. (1)",caution_and_advice,requests_or_urgent_needs,0.9,no,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Urgent appeal to support vulnerable communities before Dorian landfall.,rescue_volunteering_or_donation_effort,,3,no,Urgent request for direct support to vulnerable communities before landfall.,rescue_volunteering_or_donation_effort,caution_and_advice,2,yes,Urgent request thread to support vulnerable communities before hurricane landfall.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Urgent request still time to directly support most vulnerable communities.
AUDITV2_0449,california_wildfires_2018,1066462789093507072,So where are our sex workers that have been in the wake of the giant camp fire wiping out neighborhoods? Are yall safe? Do you need extra resources or help? DM me please.,requests_or_urgent_needs,requests_or_urgent_needs,0.85,yes,requests_or_urgent_needs,sympathy_and_support,3,no,Checks safety and offers resources/help to wildfire-affected sex workers.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Checks on a vulnerable population and offers help/resources.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Reaches out to vulnerable community members offering resources and assistance.,requests_or_urgent_needs,sympathy_and_support,2,yes,Where are sex workers in wake of camp fire are yall safe need extra resources.
AUDITV2_0452,hurricane_maria_2017,911739196045479936,"RT @alalejandro: Hey @Airbnb, would b nice if listed US homes can receive refugees/evacuees from #HurricaneMaria #PuertoRico needing temp h",displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,0.9,no,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,3,no,Suggests temporary housing for Maria refugees/evacuees through Airbnb.,displaced_people_and_evacuations,requests_or_urgent_needs,2,yes,Suggests a platform host temporary housing for hurricane evacuees.,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,2,yes,Suggests opening listed homes for evacuees needing temporary housing.,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,2,yes,Would be nice if listed US homes can receive refugees/evacuees from Maria needing temp housing.
AUDITV2_0453,hurricane_maria_2017,913824749662457856,Stay up-to-date with HurricaneMaria recovery efforts in PuertoRico.,rescue_volunteering_or_donation_effort,other_relevant_information,0.85,no,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Directs readers to updates about Puerto Rico recovery efforts.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Points to a resource for staying updated on recovery efforts.,other_relevant_information,rescue_volunteering_or_donation_effort,3,no,Encourages public to stay updated on Puerto Rico recovery efforts.,other_relevant_information,,3,no,Stay up-to-date with Hurricane Maria recovery efforts in Puerto Rico.
AUDITV2_0456,california_wildfires_2018,1063634879668203520,thread NB: Every community has an evacuation plan. The devastion is the difference,displaced_people_and_evacuations,caution_and_advice,0.85,no,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Mentions community evacuation planning in contrast with wildfire devastation.,caution_and_advice,infrastructure_and_utility_damage,1,yes,Comments on evacuation planning versus the resulting devastation.,displaced_people_and_evacuations,caution_and_advice,2,yes,Discusses evacuation plans and devastating wildfire impacts across communities.,displaced_people_and_evacuations,other_relevant_information,2,yes,Every community has an evacuation plan the devastation is the difference.
AUDITV2_0457,kaikoura_earthquake_2016,798348492984827904,@SBSENZ My family was a recipient of @NZRedCross aid post #chch #eqnz Our claim had been fraudulently collected by a tenant. They sorted it.,not_humanitarian,rescue_volunteering_or_donation_effort,0.85,no,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Describes Red Cross earthquake aid resolving a family's fraudulent claim issue.,rescue_volunteering_or_donation_effort,other_relevant_information,1,yes,Personal account of receiving (and recovering) earthquake aid.,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Recounts family receiving Red Cross disaster relief aid after previous earthquake.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Family recipient of Red Cross aid claim fraudulently collected they sorted it.
AUDITV2_0458,california_wildfires_2018,1061315336581103616,Team Coverage of destructive Camp Fire consuming hundreds of structures and causing at least five deaths as smoke chokes Bay Area (11-9-2018),injured_or_dead_people,infrastructure_and_utility_damage,0.9,no,infrastructure_and_utility_damage,injured_or_dead_people,3,no,Reports hundreds of structures destroyed and at least five deaths.,infrastructure_and_utility_damage,injured_or_dead_people,1,yes,Reports hundreds of structures consumed and five deaths from the wildfire.,infrastructure_and_utility_damage,injured_or_dead_people,2,yes,Reports wildfire consuming hundreds of structures and causing at least five deaths.,injured_or_dead_people,infrastructure_and_utility_damage,2,yes,Camp Fire consuming hundreds of structures causing at least five deaths.
AUDITV2_0460,hurricane_maria_2017,914740305257103360,"3 days and food for 1 million people + 1 million gallons of water, FEMA reports.",rescue_volunteering_or_donation_effort,other_relevant_information,0.85,no,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,FEMA reports large-scale food and water provision.,rescue_volunteering_or_donation_effort,,3,no,FEMA reports supply logistics of food and water for a million people.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Reports FEMA delivering millions of meals and gallons of water to Puerto Rico.,rescue_volunteering_or_donation_effort,,3,no,3 days and food for 1 million people + 1 million gallons of water FEMA reports.
